Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
C-22300,Barbie Mullenax,M,36,2984.06,1.0,State servant,Managers,Semi-Urban,23670.37,283.98,Y,Y,2.253141046651371,716.29,0,Rural,312,2984.06,2,Rural,1,29755.23,-999.0
C-46060,Samantha Payer,M,65,1974.68,1.0,Pensioner,Laborers,Urban,68372.18,680.64,N,Y,3.0,785.31,0,Semi-Urban,893,1974.68,3,Semi-Urban,1,87455.31,29464.0
C-23864,Bert Cleary,M,21,2223.085,1.0,Working,Accountants,Semi-Urban,162015.16,517.88,Y,N,1.0,727.61,0,Semi-Urban,447,2223.81,4,Semi-Urban,1,303149.28,60489.96
C-38198,Kristen Waller,F,52,2050.08,1.0,Working,Core staff,Rural,181080.48,529.91,N,Y,1.0,847.73,0,Semi-Urban,100,2050.08,2,Semi-Urban,1,265582.98,82671.91
C-43402,Fanny Trudell,M,27,1066.35,1.0,Working,Core staff,Urban,39745.68,227.63,N,N,2.0,767.83,0,Semi-Urban,305,1066.35,2,Semi-Urban,1,56332.36,14544.15
C-29545,Sebastian Weisman,M,63,2223.085,1.0,Working,Sales staff,Semi-Urban,39285.33,316.86,N,Y,2.0,767.78,0,Rural,638,2223.81,4,Rural,1,59140.81,50984.78
C-24556,Cole Hudnall,M,28,2656.02,1.0,Commercial associate,Laborers,Semi-Urban,93061.47,599.02,Y,Y,4.0,793.77,0,Urban,326,2656.02,3,Urban,1,156471.11,64340.04
C-20346,Dominick Cottone,M,35,2223.085,1.0,Working,Core staff,Semi-Urban,19392.2,95.27,Y,Y,2.0,782.77,0,Rural,896,2223.81,2,Rural,1,30325.18,41783.09
C-26290,Stella Manrique,F,42,2223.085,1.0,Working,Laborers,Semi-Urban,63730.97,318.89,N,Y,2.0,655.17,0,Semi-Urban,662,2223.81,4,Semi-Urban,1,105190.27,40054.05
C-39122,Qiana Garibaldi,M,18,3143.5,1.0,Working,Security staff,Semi-Urban,85786.72,432.99,N,N,1.0,641.36,0,Urban,401,3143.5,1,Urban,1,111908.48,0.0
C-24420,Claud Huggett,F,18,2223.085,1.0,State servant,Core staff,Rural,42195.27,192.04,Y,N,3.0,678.11,0,Semi-Urban,24,2223.81,1,Semi-Urban,1,54956.62,105907.25
C-17242,Aracely Raven,F,28,1060.65,1.0,Working,Secretaries,Semi-Urban,52228.86,257.17,N,N,3.0,649.9,0,Semi-Urban,459,1060.65,1,Semi-Urban,1,96212.48,0.0
C-13260,Lynn Corvin,F,33,2440.48,1.0,Commercial associate,Managers,Semi-Urban,61621.61,466.03,N,Y,2.253141046651371,719.97,0,Rural,395,2440.48,4,Rural,1,99553.68,50458.96
C-31719,Temple Rothe,F,18,2383.94,1.0,Commercial associate,Laborers,Semi-Urban,81561.65,315.25,Y,Y,2.0,775.87,0,Urban,738,2383.94,1,Urban,1,133217.78,88595.38
C-10223,Lorie Benito,M,30,1985.06,1.0,Working,Laborers,Semi-Urban,151296.07,535.64,Y,N,2.0,716.15,0,Urban,335,1985.06,2,Urban,1,244542.17,0.0
C-20893,Gerry Dry,F,21,1546.2,1.0,Working,Laborers,Rural,98605.63,444.36,N,Y,2.253141046651371,730.34,0,Semi-Urban,847,1546.2,1,Semi-Urban,1,158206.4,48723.21
C-20357,Genaro Zinck,F,50,1185.81,1.0,Working,High skill tech staff,Rural,77629.17,367.16,N,Y,2.0,730.64,0,Rural,567,1185.81,3,Rural,1,93065.33,64919.7
C-3937,Alanna Flagg,F,18,2562.33,1.0,Commercial associate,Laborers,Rural,126564.83,666.35,N,Y,2.0,847.16,0,Semi-Urban,24,2562.33,1,Semi-Urban,1,187565.96,180066.5
C-41942,Lida Hornberger,M,37,1752.1,1.0,Working,Laborers,Semi-Urban,144608.29,615.04,Y,N,1.0,745.48,0,Semi-Urban,446,1752.1,4,Semi-Urban,1,270965.04,12637.07
C-28915,Krystina Studivant,F,62,2801.23,1.0,Commercial associate,Sales staff,Semi-Urban,69604.59,750.81,Y,Y,3.0,752.09,0,Urban,208,2801.23,1,Urban,1,80848.41,60000.0
C-31438,Polly Tijerina,M,18,1668.43,1.0,Working,Core staff,Rural,99876.46,474.17,Y,N,4.0,739.8891493203059,0,Rural,229,1668.43,3,Rural,1,166407.54,148305.4
C-2968,Brenton Troester,F,36,2707.41,1.0,Working,Laborers,Semi-Urban,19441.64,218.72,N,N,3.0,825.62,0,Rural,733,2707.41,3,Rural,1,25273.32,30535.47
C-26325,Sparkle Whitten,F,65,1324.35,1.0,Pensioner,Laborers,Semi-Urban,182517.25,643.25,N,Y,2.0,662.87,0,Semi-Urban,429,1324.35,1,Semi-Urban,0,234679.91,22346.36
C-9233,Joanna Ortego,M,46,1991.29,1.0,Working,Secretaries,Semi-Urban,168448.85,430.93,N,Y,4.0,712.3,0,Semi-Urban,882,1991.29,3,Semi-Urban,1,256076.67,28512.74
C-22186,Ivory Guider,M,43,2223.085,1.0,Commercial associate,Core staff,Semi-Urban,43622.1,241.68,N,Y,1.0,807.37,0,Rural,391,2223.81,3,Rural,1,64472.32,102215.14
C-25860,Karri Hochmuth,M,60,2223.085,1.0,Commercial associate,Drivers,Semi-Urban,68429.36,716.82,Y,Y,2.253141046651371,739.8891493203059,0,Semi-Urban,424,2223.81,1,Semi-Urban,1,89961.67,57486.33
C-38922,Audry Wurtz,F,26,1558.14,1.0,Working,Low-skill Laborers,Semi-Urban,40732.49,162.45,N,Y,1.0,692.98,0,Urban,670,1558.14,3,Urban,1,69179.49,59654.39
C-26927,Luisa Steele,M,23,2223.085,1.0,Working,Security staff,Semi-Urban,52359.07,471.55,N,N,1.0,803.69,0,Semi-Urban,84,2223.81,1,Semi-Urban,0,66373.72,31130.38
C-33909,Krystina Hu,M,48,1868.54,1.0,Working,Managers,Urban,127768.92,376.68,Y,Y,2.0,651.46,0,Rural,854,1868.54,2,Rural,1,159468.04,70094.23
C-18880,Hilde Duda,F,38,2103.74,1.0,Working,Laborers,Semi-Urban,169942.41,606.39,N,N,3.0,782.54,0,Urban,136,2103.74,1,Urban,1,259308.61,39250.63
C-6351,Anisha Stackpole,F,47,2308.53,1.0,Working,Laborers,Semi-Urban,82123.33,482.7,Y,Y,4.0,702.69,0,Rural,610,2308.53,1,Rural,1,122948.18,160152.13
C-29322,Dorotha Brenton,F,18,1697.1,1.0,Working,Laborers,Semi-Urban,85220.56,372.25,N,Y,3.0,756.37,0,Semi-Urban,73,1697.1,2,Semi-Urban,1,155438.21,53589.85
C-20732,Rolf Jetter,F,63,2223.085,1.0,Working,Laborers,Rural,38912.97,201.3,N,N,1.0,764.53,0,Rural,344,2223.81,3,Rural,1,58495.05,51440.66
C-6248,Merideth Bibbs,F,49,2223.085,1.0,Working,Core staff,Rural,107837.28,552.22,N,Y,2.0,870.12,0,Rural,977,2223.81,3,Rural,1,161960.12,77144.96
C-28820,Vito Winton,M,31,2137.26,1.0,Working,Medicine staff,Semi-Urban,49063.29,236.6,N,Y,1.0,831.99,0,Semi-Urban,832,2137.26,3,Semi-Urban,1,72130.75,0.0
C-13705,Gina Pinedo,F,49,1056.5,1.0,Working,High skill tech staff,Semi-Urban,66987.31,235.44,Y,N,2.0,733.41,0,Urban,44,1056.5,1,Urban,1,100867.63,25703.52
C-5135,Blossom Bibbs,M,58,1352.61,1.0,State servant,Secretaries,Semi-Urban,64300.83,259.95,N,N,3.0,691.3,0,Semi-Urban,568,1352.61,1,Semi-Urban,1,87478.8,55146.97
C-46510,Silvana Lindamood,F,53,2648.34,1.0,Working,Core staff,Semi-Urban,87758.32,343.23,N,N,2.0,838.07,0,Rural,8,2648.34,4,Rural,0,140745.64,8156.55
C-26751,Melinda Lavelle,F,18,2223.085,1.0,Working,Laborers,Semi-Urban,39543.87,209.19,N,Y,3.0,759.47,0,Rural,170,2223.81,4,Rural,1,44515.66,28840.84
C-5312,Bert Meints,M,18,2785.99,1.0,Working,Drivers,Semi-Urban,78781.39,432.08,Y,N,3.0,794.58,0,Urban,961,2785.99,2,Urban,1,106730.19,98307.26
C-13077,Audry Markow,M,36,2223.085,1.0,Working,Accountants,Semi-Urban,121510.77,471.41,N,Y,4.0,662.53,0,Rural,312,2223.81,2,Rural,1,167356.25,52004.83
C-16580,Aisha Gately,M,45,2223.085,1.0,Working,Laborers,Rural,73304.58,319.67,N,Y,1.0,807.47,0,Semi-Urban,311,2223.81,4,Semi-Urban,1,98647.21,51300.82
C-21052,Desire Mcgrew,F,24,3888.45,1.0,Commercial associate,Accountants,Urban,140438.94,660.23,Y,N,3.0,815.29,0,Urban,529,3888.45,4,Urban,1,164024.45,35500.15
C-41831,Felicita Hauser,F,42,3093.2,1.0,Working,Sales staff,Semi-Urban,121546.66,538.17,N,Y,2.0,580.0,0,Semi-Urban,637,3093.2,4,Semi-Urban,0,198056.04,0.0
C-26907,Mechelle Luque,F,59,1598.27,1.0,Working,Sales staff,Semi-Urban,74292.62,412.83,Y,N,4.0,812.39,0,Urban,257,2223.81,4,Urban,1,94764.55,29464.74
C-43405,Lida Lovitt,M,44,2078.23,1.0,Working,Laborers,Semi-Urban,24069.88,248.56,N,Y,3.0,736.18,0,Semi-Urban,279,2078.23,4,Semi-Urban,0,41084.45,0.0
C-18154,Gerry Farner,F,31,2223.085,1.0,Working,Laborers,Rural,15932.67,169.4,N,N,1.0,697.13,0,Urban,113,2223.81,3,Urban,-999,-999.0,42937.15
C-22981,Noelle Abell,F,61,2381.56,1.0,Working,Laborers,Urban,44480.57,239.57,N,Y,2.0,739.8891493203059,0,Rural,701,2381.56,1,Rural,1,69403.62,157401.41
C-19810,Leonel Bartley,M,50,2223.085,1.0,State servant,Accountants,Rural,27147.36,161.27,N,N,1.0,816.69,0,Semi-Urban,306,2223.81,1,Semi-Urban,1,46577.9,0.0
C-9404,Gina Killingsworth,M,28,1383.52,1.0,Working,Sales staff,Semi-Urban,102998.49,435.08,N,Y,4.0,665.19,0,Semi-Urban,832,1383.52,3,Semi-Urban,1,187390.74,115850.94
C-48085,Franklin Hofer,F,60,3376.48,1.0,Commercial associate,Accountants,Rural,43658.44,217.59,N,N,2.0,763.86,0,Urban,901,3376.48,1,Urban,1,64900.85,85880.59
C-32253,Michelina Wroten,F,25,2090.61,1.0,State servant,Core staff,Urban,66057.15,412.21,N,N,2.0,765.29,0,Rural,720,2090.61,4,Rural,1,115274.06,52874.55
C-37835,Larae Krogh,F,18,2345.82,1.0,Working,Managers,Semi-Urban,25814.01,208.19,Y,Y,3.0,747.95,0,Urban,29,2345.82,4,Urban,1,29457.35,61730.63
C-2966,Alyson Sae,M,27,2241.69,1.0,Commercial associate,Security staff,Semi-Urban,178232.21,609.18,N,N,2.0,734.55,0,Semi-Urban,424,2241.69,1,Semi-Urban,1,292961.05,106354.87
C-1536,Jena Creamer,M,28,2459.09,1.0,Working,Sales staff,Semi-Urban,66093.19,503.36,N,Y,2.253141046651371,864.54,0,Rural,944,2459.09,3,Rural,1,97466.26,139731.62
C-27276,Dian Temme,F,18,3314.04,1.0,Commercial associate,Security staff,Semi-Urban,88186.61,611.6,N,N,1.0,637.93,0,Semi-Urban,681,3314.04,4,Semi-Urban,1,114497.61,0.0
C-30300,Herma Finnell,M,48,3381.75,1.0,State servant,Drivers,Semi-Urban,155931.21,732.76,Y,Y,3.0,689.29,0,Semi-Urban,768,3381.75,2,Semi-Urban,1,241141.8,32033.83
C-29624,Ardella Abel,F,47,1567.52,1.0,Commercial associate,Sales staff,Semi-Urban,151935.53,406.03,Y,Y,3.0,866.65,0,Rural,481,1567.52,2,Rural,1,214828.87,-999.0
C-6370,Bette Meneses,F,18,1509.0,1.0,Commercial associate,Accountants,Semi-Urban,41320.94,210.98,N,Y,4.0,630.6,0,Semi-Urban,383,1509.0,4,Semi-Urban,1,71921.29,0.0
C-8945,Danny Warfield,F,29,1417.01,1.0,Commercial associate,Sales staff,Semi-Urban,45762.62,223.87,N,Y,1.0,739.8891493203059,0,Semi-Urban,737,1417.01,2,Semi-Urban,1,56087.89,136359.01
C-30053,Rosio Ries,M,63,1390.67,1.0,Pensioner,Laborers,Semi-Urban,121271.14,382.85,Y,N,1.0,763.56,0,Rural,532,1390.67,3,Rural,0,148752.86,93184.43
C-23929,Latoyia Pesqueira,F,23,2223.085,1.0,Working,Cooking staff,Semi-Urban,17262.03,121.08,N,N,2.0,701.86,0,Semi-Urban,829,2223.81,4,Semi-Urban,1,29841.05,25699.75
C-34280,Albertina Mccready,F,63,3212.83,1.0,Commercial associate,Cooking staff,Semi-Urban,36713.93,296.89,N,Y,2.0,598.14,0,Rural,861,3212.83,4,Rural,1,45050.17,0.0
C-44378,Beatriz Ligon,F,18,2379.41,1.0,Commercial associate,High skill tech staff,Semi-Urban,34597.58,301.63,N,Y,1.0,843.7,0,Rural,921,2379.41,2,Rural,1,62293.91,0.0
C-9467,Luciano Lindsey,M,20,2223.085,1.0,Working,Cleaning staff,Semi-Urban,77920.59,281.82,N,Y,2.0,621.77,0,Semi-Urban,982,2223.81,1,Semi-Urban,1,124626.7,0.0
C-35582,Felisa Beaulieu,F,50,1897.02,1.0,Working,Sales staff,Semi-Urban,83123.29,360.96,N,Y,3.0,734.59,0,Rural,938,1897.02,2,Rural,1,126564.18,48444.01
C-24840,Kathi Rounds,M,49,1964.66,1.0,Working,Laborers,Semi-Urban,64722.16,558.17,Y,Y,2.0,668.61,0,Semi-Urban,307,1964.66,1,Semi-Urban,1,97040.24,-999.0
C-13347,Nelda Tipping,M,65,2223.085,1.0,Pensioner,Laborers,Semi-Urban,140688.31,603.64,Y,Y,2.0,635.7,0,Rural,780,2223.81,2,Rural,1,200188.45,0.0
C-47378,Marquerite Lappin,F,41,3172.05,1.0,Commercial associate,Core staff,Semi-Urban,116006.59,549.41,N,Y,4.0,739.8891493203059,0,Rural,352,3172.05,1,Rural,0,133883.67,18513.9
C-33593,Jeannette Melanson,F,30,2752.13,1.0,Working,Managers,Semi-Urban,75023.88,272.18,N,Y,2.0,763.83,0,Rural,682,2752.13,3,Rural,1,90575.89,0.0
C-29402,Shanae Guilbert,F,45,1448.27,1.0,Working,Sales staff,Semi-Urban,43459.29,271.23,N,Y,2.253141046651371,620.67,0,Semi-Urban,332,1448.27,3,Semi-Urban,1,48552.99,0.0
C-48966,Deanna Seawood,M,42,1929.96,1.0,Working,Low-skill Laborers,Semi-Urban,28383.75,317.06,N,Y,2.0,776.01,0,Rural,976,1929.96,4,Rural,1,39981.55,0.0
C-20437,Frederick Wetherell,M,55,1701.59,1.0,State servant,Laborers,Semi-Urban,24685.2,138.78,N,Y,1.0,866.5,0,Urban,883,1701.59,2,Urban,1,36776.8,67492.76
C-24340,Vannesa Sarmiento,M,65,2015.44,1.0,Pensioner,Laborers,Semi-Urban,95428.29,510.97,N,Y,2.253141046651371,784.53,0,Urban,853,2015.44,2,Urban,0,111377.11,55230.09
C-33523,Janel Krieg,M,47,1613.22,1.0,Working,Core staff,Semi-Urban,21061.96,259.54,N,N,1.0,625.92,0,Urban,109,1613.22,4,Urban,0,32223.04,0.0
C-45309,Sharita Mcfarland,M,56,3360.53,1.0,Commercial associate,Laborers,Semi-Urban,132491.36,651.76,Y,Y,2.0,861.95,0,Urban,624,3360.53,3,Urban,0,176965.33,25696.3
C-9630,Darius Kimberling,M,45,2769.9,1.0,Working,Private service staff,Urban,89990.34,286.75,Y,N,2.0,680.17,0,Semi-Urban,105,2769.9,4,Semi-Urban,1,164593.91,27119.53
C-15510,Ted Smock,M,65,757.65,1.0,Pensioner,Laborers,Semi-Urban,24156.24,121.21,N,Y,2.253141046651371,834.09,0,Urban,130,757.65,3,Urban,1,41236.16,0.0
C-5583,Meaghan Winner,M,57,1451.25,1.0,Working,Laborers,Semi-Urban,43275.06,241.99,N,Y,1.0,770.7,0,Rural,456,1451.25,3,Rural,1,48035.32,132345.96
C-37990,Marylee Modica,F,28,3530.77,1.0,Working,Drivers,Semi-Urban,65461.27,419.81,N,Y,3.0,683.0,0,Urban,967,3530.77,3,Urban,1,117223.61,30139.72
C-19309,William Rosol,M,36,2139.4,1.0,Commercial associate,Core staff,Urban,32120.37,113.02,N,N,2.253141046651371,763.1,0,Rural,204,2139.4,3,Rural,1,60753.66,152391.46
C-44191,Darius Pulver,F,18,1956.41,1.0,Commercial associate,Laborers,Urban,182371.83,703.8,N,Y,1.0,751.62,0,Rural,261,1956.41,3,Rural,1,279056.7,116907.01
C-18415,Arielle Burfield,M,63,3487.99,1.0,Pensioner,Laborers,Semi-Urban,180406.7,605.78,Y,Y,2.0,672.45,0,Urban,838,3487.99,4,Urban,1,241676.15,37364.35
C-32974,William Pulver,F,63,1211.26,1.0,Commercial associate,Sales staff,Rural,46368.8,344.73,N,Y,2.0,633.84,0,Rural,796,1211.26,1,Rural,1,69093.2,0.0
C-24392,Cami Albin,M,33,1895.33,1.0,State servant,High skill tech staff,Semi-Urban,167010.02,512.8,N,Y,2.0,680.85,0,Semi-Urban,209,1895.33,4,Semi-Urban,1,297697.26,24866.56
C-33029,Aleta Bramblett,M,37,3808.82,1.0,Working,Drivers,Semi-Urban,57483.61,351.99,Y,Y,3.0,804.04,0,Semi-Urban,163,3808.82,3,Semi-Urban,1,79842.38,0.0
C-35634,Maudie Krings,M,18,1683.19,1.0,Working,Laborers,Semi-Urban,51970.76,274.86,N,Y,1.0,739.8891493203059,0,Urban,992,1683.19,3,Urban,1,58912.24,47054.45
C-15226,Zoraida Ellenwood,M,18,2223.085,1.0,Working,Managers,Semi-Urban,48196.46,219.24,Y,N,2.0,775.86,0,Rural,65,2223.81,3,Rural,1,67187.66,91121.88
C-41424,Alethia Owings,F,57,3176.82,1.0,Working,Sales staff,Semi-Urban,39778.44,208.24,Y,Y,4.0,691.93,0,Urban,492,3176.82,3,Urban,1,46885.78,0.0
C-23618,Torri Chastain,F,55,2449.46,1.0,State servant,High skill tech staff,Semi-Urban,38504.62,357.7,Y,N,4.0,771.01,0,Semi-Urban,24,2449.46,1,Semi-Urban,1,48101.76,0.0
C-28764,Benton Rosecrans,F,18,2223.085,1.0,Commercial associate,Accountants,Semi-Urban,67220.65,649.32,N,N,2.0,638.62,0,Semi-Urban,508,2223.81,4,Semi-Urban,1,78940.91,0.0
C-14909,Rod Wiltshire,F,20,2336.2,1.0,Working,Laborers,Semi-Urban,113902.35,664.92,N,Y,1.0,723.16,0,Semi-Urban,255,2336.2,2,Semi-Urban,1,205615.77,30041.34
C-43016,Leslie Ogren,M,41,2439.89,1.0,Working,Realty agents,Semi-Urban,145191.29,628.63,Y,Y,1.0,677.62,0,Semi-Urban,885,2439.89,2,Semi-Urban,1,169764.26,19695.71
C-13699,Enedina Trottier,F,25,2601.19,1.0,Working,Laborers,Rural,117709.31,377.34,N,N,2.0,810.16,0,Rural,592,2601.19,4,Rural,1,219019.83,79759.66
C-39250,Emanuel Halfacre,M,45,1439.18,1.0,Working,Laborers,Semi-Urban,46217.45,251.02,N,N,3.0,759.01,0,Rural,789,1439.18,4,Rural,1,61435.15,79175.62
C-5872,Zoraida Leech,M,18,1891.11,1.0,Working,Laborers,Semi-Urban,47556.44,247.77,N,Y,1.0,678.07,0,Rural,533,1891.11,1,Rural,1,61188.27,148299.15
C-6819,Les Ybarbo,M,45,2223.085,1.0,State servant,Core staff,Semi-Urban,99699.58,577.68,Y,N,1.0,849.4,0,Rural,626,2223.81,2,Rural,1,145182.9,82516.3
C-29969,Evelina Culligan,F,64,1262.93,1.0,Pensioner,Laborers,Semi-Urban,43714.25,218.49,N,N,2.253141046651371,738.51,0,Urban,996,1262.93,1,Urban,1,79379.61,24697.69
C-45013,Chantel Davies,F,49,1765.27,1.0,Working,Cooking staff,Semi-Urban,66989.78,344.73,N,Y,2.0,624.54,0,Rural,576,1765.27,3,Rural,0,122684.13,0.0
C-38379,Bernadine Lecompte,F,65,1432.73,1.0,Pensioner,Laborers,Semi-Urban,14700.4,137.09,N,Y,1.0,770.03,0,Semi-Urban,536,1432.73,4,Semi-Urban,1,24156.82,64245.36
C-23400,Bryce Killam,M,56,1612.92,1.0,Working,Core staff,Semi-Urban,103145.37,495.04,Y,Y,2.253141046651371,805.7,0,Urban,834,1612.92,3,Urban,1,165516.2,37215.52
C-12133,Herma Mattinson,M,57,1313.87,1.0,State servant,Security staff,Semi-Urban,35282.41,353.32,Y,N,3.0,646.6,0,Urban,404,1313.87,2,Urban,1,59026.51,0.0
C-40592,Kayleen Decola,M,63,893.81,1.0,Pensioner,Laborers,Urban,111302.43,318.54,N,N,2.0,666.52,0,Rural,840,893.81,1,Rural,0,202565.64,18928.43
C-48331,Regenia Zielinski,F,44,1877.64,1.0,Commercial associate,Laborers,Rural,68505.04,442.62,Y,Y,3.0,674.1,0,Semi-Urban,984,1877.64,3,Semi-Urban,1,104363.47,50735.11
C-41224,Billye Mccready,M,36,3502.76,1.0,Commercial associate,Managers,Semi-Urban,80306.7,564.17,N,Y,2.0,682.39,0,Urban,499,3502.76,4,Urban,1,122854.99,0.0
C-3954,Zoraida Janes,M,25,2223.085,1.0,Working,Sales staff,Semi-Urban,46519.4,280.34,N,Y,1.0,867.79,0,Semi-Urban,527,2223.81,2,Semi-Urban,1,59371.13,75528.58
C-18292,Florance Ferrier,M,40,929.77,1.0,Working,Sales staff,Semi-Urban,27040.62,140.51,N,N,1.0,739.8891493203059,0,Semi-Urban,657,929.77,3,Semi-Urban,1,31728.35,142555.88
C-13917,Tara Reich,M,18,2793.13,1.0,Commercial associate,Managers,Semi-Urban,72478.73,396.96,N,Y,3.0,859.02,0,Urban,149,2793.13,2,Urban,1,86063.34,86651.13
C-46823,Ming Leclerc,F,63,1275.47,1.0,Commercial associate,Sales staff,Rural,38363.06,303.98,N,N,3.0,650.17,0,Urban,173,1275.47,1,Urban,1,50345.07,49200.54
C-5539,Sharita Villalpando,F,18,2381.96,1.0,Working,Laborers,Semi-Urban,107897.97,434.95,N,Y,2.0,663.88,0,Urban,583,2381.96,1,Urban,1,140891.88,0.0
C-8637,Zoe Turberville,F,50,1747.47,1.0,Working,Laborers,Semi-Urban,190074.5,575.83,Y,N,3.0,709.75,0,Semi-Urban,755,1747.47,3,Semi-Urban,1,285690.29,66707.73
C-30913,Lorie Bittinger,M,57,3050.03,1.0,Working,Security staff,Semi-Urban,75693.14,359.53,N,N,1.0,749.27,0,Semi-Urban,407,3050.03,2,Semi-Urban,1,94503.77,80156.52
C-18894,Caroline Sapp,M,35,3417.73,1.0,Commercial associate,Sales staff,Rural,52091.92,336.45,N,Y,3.0,715.24,0,Rural,786,3417.73,1,Rural,1,98776.07,0.0
C-3387,Jeanice Weir,M,40,2223.085,1.0,Commercial associate,IT staff,Semi-Urban,41608.49,264.13,N,Y,1.0,650.95,0,Urban,253,2223.81,4,Urban,1,73935.0,91893.77
C-46754,Leeanna Willman,M,31,2807.46,1.0,Working,Laborers,Semi-Urban,12403.42,142.77,Y,Y,2.0,666.47,0,Rural,542,2807.46,4,Rural,1,17548.3,18638.81
C-44870,Maricela Kmetz,M,18,1534.69,1.0,Working,Sales staff,Semi-Urban,104249.23,539.93,N,Y,2.0,888.55,0,Urban,822,1534.69,1,Urban,1,146066.04,137060.32
C-24971,Fabiola Irick,M,55,2035.08,1.0,State servant,Managers,Rural,141375.03,434.66,N,N,1.0,739.8891493203059,0,Urban,815,2035.08,3,Urban,1,234561.49,49337.92
C-5019,Tyesha Stepney,F,48,2223.085,1.0,State servant,Accountants,Semi-Urban,83328.42,475.9,N,Y,1.0,651.1,0,Urban,113,2223.81,3,Urban,1,146686.45,42249.89
C-11624,Lois Hinkle,F,31,2186.01,1.0,Working,Private service staff,Semi-Urban,70482.75,572.63,N,Y,4.0,739.8891493203059,0,Semi-Urban,680,2186.01,1,Semi-Urban,1,113416.17,54591.05
C-25536,Nan Freund,F,22,1665.63,1.0,Commercial associate,Core staff,Semi-Urban,43869.46,323.86,N,Y,3.0,674.69,0,Urban,932,1665.63,2,Urban,1,73473.95,67747.64
C-10415,Marlena Lachowicz,F,63,1315.11,1.0,Working,Waiters/barmen staff,Semi-Urban,77987.22,306.66,N,Y,3.0,718.33,0,Rural,453,1315.11,1,Rural,1,119641.23,64559.73
C-27275,Brendon Sutherlin,F,24,2683.01,1.0,Commercial associate,Core staff,Semi-Urban,96782.34,326.13,N,N,2.253141046651371,748.34,0,Rural,48,2683.01,2,Rural,1,162047.32,0.0
C-13652,Len Weiler,M,64,1469.24,1.0,Pensioner,Laborers,Semi-Urban,99457.03,303.93,N,Y,1.0,644.44,0,Urban,736,1469.24,1,Urban,1,170993.58,0.0
C-32620,Bethany Cantor,M,32,1376.23,1.0,Working,Laborers,Semi-Urban,24921.75,128.3,N,N,4.0,757.89,0,Semi-Urban,211,1376.23,1,Semi-Urban,1,30534.61,21912.44
C-41346,Shaquana Drolet,F,65,1273.39,1.0,Pensioner,Laborers,Semi-Urban,33370.52,323.5,N,Y,2.0,625.94,0,Urban,530,1273.39,1,Urban,1,42375.58,0.0
C-17311,Zoraida Kuehner,M,24,2738.51,1.0,State servant,Core staff,Semi-Urban,92228.18,292.01,N,N,4.0,691.16,0,Urban,361,2738.51,2,Urban,1,173739.51,58298.29
C-48277,Ulrike Lenhardt,M,26,1924.19,1.0,Commercial associate,Accountants,Semi-Urban,27052.26,122.42,N,Y,3.0,745.24,0,Rural,471,1924.19,1,Rural,1,48034.84,41749.77
C-8061,Nova Bickel,M,28,1370.82,1.0,Working,Core staff,Semi-Urban,18488.86,161.58,N,Y,3.0,823.57,0,Rural,851,1370.82,3,Rural,1,34233.23,98950.01
C-962,Ines Lappin,F,23,1284.14,1.0,Working,Laborers,Semi-Urban,29216.59,226.3,Y,Y,2.253141046651371,628.89,0,Rural,278,1284.14,4,Rural,1,34698.93,0.0
C-44758,Danica Pietrzak,M,53,2053.82,1.0,Working,Laborers,Semi-Urban,146182.26,595.68,N,N,2.0,816.11,0,Semi-Urban,125,2053.82,2,Semi-Urban,1,186510.85,141757.97
C-25342,Lorie Bischoff,F,46,2739.73,1.0,Working,Cooking staff,Semi-Urban,89689.67,366.82,N,N,2.0,629.61,0,Semi-Urban,586,2739.73,2,Semi-Urban,1,105627.35,0.0
C-17921,Gerry Straughter,M,38,3404.01,1.0,Commercial associate,Accountants,Semi-Urban,131933.35,387.85,N,Y,1.0,739.8891493203059,0,Urban,78,3404.01,1,Urban,1,169716.83,27229.7
C-2960,Lorriane Chadburn,M,18,2051.51,1.0,Commercial associate,Laborers,Rural,55413.49,349.08,Y,Y,4.0,850.64,0,Semi-Urban,732,2051.51,1,Semi-Urban,0,-999.0,102588.06
C-17978,Nathalie Aispuro,F,28,2363.86,1.0,Working,High skill tech staff,Semi-Urban,87089.8,471.47,Y,Y,4.0,685.58,0,Urban,57,2363.86,3,Urban,1,137371.73,137127.86
C-27459,Carolann Ceron,F,43,2496.9,1.0,Commercial associate,Sales staff,Semi-Urban,189010.63,551.79,N,Y,2.0,836.85,0,Rural,229,2496.9,3,Rural,1,226799.59,26751.42
C-34433,Herma Beckham,F,28,1846.94,1.0,Working,Waiters/barmen staff,Semi-Urban,70863.28,413.63,N,N,1.0,828.49,0,Urban,843,1846.94,2,Urban,1,80111.87,90687.85
C-49152,Maricela Santistevan,M,33,2118.97,1.0,Working,Medicine staff,Semi-Urban,166718.73,613.15,N,Y,2.0,880.84,0,Rural,360,2118.97,3,Rural,0,212994.61,63057.12
C-8547,Bulah Conard,F,58,1894.41,1.0,Working,Laborers,Rural,195896.94,544.0,Y,Y,2.253141046651371,749.45,0,Rural,560,1894.41,1,Rural,1,236508.49,27489.51
