Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD),Loan_Approved
C-24653,Tandra Bayne,M,46,2222.435,Low,Commercial associate,Managers,Urban,85166.95,506.39,N,Y,3.0,690.67,0,Unpossessed,367,2223.25,2,Semi-Urban,1,131287.33,35209.395000000004,1
C-41935,Mariana Nalls,F,18,2830.89,Low,Working,High skill tech staff,Semi-Urban,34325.32,190.68,N,Y,1.0,597.13,0,Inactive,996,2830.89,1,Urban,1,58161.66,0.0,0
C-29028,Margrett Ligon,F,18,1242.99,Low,Working,Medicine staff,Semi-Urban,34833.97,162.27,N,Y,4.0,818.15,0,Active,505,1242.99,1,Semi-Urban,1,53309.54,24383.78,1
C-42391,Lolita Wiltshire,M,59,2049.37,Low,Commercial associate,Accountants,Semi-Urban,156673.46,422.16,N,N,2.0,813.78,0,Active,669,2049.37,4,Rural,1,203856.46,0.0,0
C-4736,Annalisa Krieg,F,30,2607.95,Low,Working,Laborers,Rural,19346.18,179.75,N,Y,2.0,676.22,1,Active,721,2607.95,2,Urban,1,34145.91,12575.02,1
C-15933,Kristeen Watrous,M,43,1594.39,Low,Working,Sales staff,Semi-Urban,20737.88,101.63,Y,Y,2.0,803.34,0,Unpossessed,794,1594.39,1,Rural,1,38937.97,15553.41,1
C-12718,Emmy Richart,F,33,2222.435,Low,Commercial associate,Laborers,Rural,21038.99,206.13,N,N,2.0,739.82,0,Inactive,39,2223.25,1,Rural,1,31154.79,13675.34,1
C-20182,Antonietta Cao,M,38,2222.435,Low,Working,Sales staff,Semi-Urban,92707.96,505.79,Y,Y,2.0,742.79,0,Active,646,2223.25,4,Semi-Urban,1,111288.65,64895.57,1
C-33916,Mara Camacho,F,58,2703.52,Low,Working,Managers,Urban,26677.79,242.7,Y,Y,1.0,836.34,0,Active,109,2703.52,4,Urban,1,38347.54,20008.34,1
C-39942,Lore Cardwell,M,56,2144.73,Low,State servant,Secretaries,Rural,25750.28,222.88,N,Y,1.0,746.78,1,Active,553,2144.73,1,Semi-Urban,1,37684.45,18025.2,1
C-17574,Adina Toledo,F,39,3114.31,Low,Commercial associate,Laborers,Urban,34535.41,389.72,N,Y,1.0,652.57,0,Unpossessed,435,3114.31,2,Rural,1,63007.56,24174.79,1
C-14431,Sadie Garibaldi,M,51,3134.7,Low,Commercial associate,Drivers,Urban,94646.73,282.92,Y,N,2.0,745.72,0,Active,333,3134.7,3,Urban,1,166788.14,66252.71,1
C-29868,Brandon Carns,M,23,1836.74,Low,Commercial associate,High skill tech staff,Semi-Urban,70667.2,606.96,N,Y,1.0,739.82,1,Unpossessed,479,1836.74,4,Semi-Urban,1,113509.67,45933.68,1
C-13626,Evelyne Celestin,M,45,2222.435,Low,Commercial associate,Laborers,Semi-Urban,38355.24,259.8,N,N,3.0,611.47,0,Inactive,268,2223.25,4,Urban,0,55250.45,0.0,0
C-48662,Anisha Prigge,M,60,1339.1,Low,Working,Laborers,Semi-Urban,86243.27,481.73,N,N,2.0,649.61,0,Inactive,374,1339.1,4,Rural,1,95171.97,0.0,0
C-28293,Greta Priester,M,60,2719.87,High,Pensioner,Laborers,Semi-Urban,36673.07,161.64,N,Y,2.0,821.65,0,Active,437,2719.87,1,Rural,0,65046.4,25671.15,1
C-33718,Lois Hodges,M,55,2599.81,Low,Working,Managers,Semi-Urban,6307.15,65.88,Y,N,4.0,796.15,0,Unpossessed,513,2599.81,4,Urban,1,10993.7,4730.36,1
C-16843,Audry Bernett,M,35,1888.9,Low,Working,Drivers,Semi-Urban,102478.05,548.1,N,N,3.0,666.19,1,Active,158,1888.9,4,Rural,1,177346.69,66610.73,1
C-42914,Ivory Zamarripa,M,40,2570.02,Low,Working,Laborers,Semi-Urban,86786.38,453.75,Y,Y,3.0,682.09,1,Inactive,314,2570.02,2,Urban,0,158505.02,0.0,0
C-27531,Casimira Bruce,F,18,1248.62,Low,Working,Medicine staff,Rural,93344.59,297.98,N,Y,2.0,791.93,1,Inactive,233,1248.62,2,Urban,1,169554.16,70008.44,1
C-45874,Jacquelyne Kistner,M,18,2009.93,Low,Working,Accountants,Semi-Urban,64917.71,366.4,N,N,2.0,782.3,0,Unpossessed,150,2009.93,3,Semi-Urban,0,96853.43,0.0,0
C-9639,Ming Earles,M,57,2222.435,Low,Working,Core staff,Semi-Urban,77230.33,564.45,Y,Y,2.0,758.97,0,Active,451,2223.25,2,Urban,1,100625.82,57922.75,1
C-46208,Glenda Constable,F,63,1898.3,Low,Working,Drivers,Semi-Urban,26956.15,272.81,N,Y,1.0,761.35,0,Unpossessed,564,1898.3,4,Urban,1,46206.19,0.0,0
C-3951,Mana Hadaway,F,62,1976.34,High,Pensioner,Laborers,Rural,13947.7,100.01,Y,Y,2.0,763.61,1,Active,399,1976.34,1,Urban,1,25490.43,11158.16,1
C-255,Dean Rakowski,M,40,3376.53,Low,Commercial associate,Laborers,Semi-Urban,88043.78,323.54,N,Y,2.0,798.87,0,Inactive,221,3376.53,2,Rural,1,115651.12,66032.83,1
C-22897,Melita Werth,M,53,2468.3,Low,Working,Laborers,Semi-Urban,62248.26,338.54,N,Y,4.0,739.82,0,Active,304,2468.3,3,Rural,1,72323.93,46686.2,1
C-40294,Casimira Mccumber,F,18,1294.6,Low,State servant,Medicine staff,Rural,24351.68,124.78,N,Y,2.0,775.06,0,Active,455,1294.6,4,Semi-Urban,1,37297.34,18263.76,1
C-22680,Elke Decola,F,50,2222.435,Low,Working,Laborers,Semi-Urban,68093.45,312.52,N,N,2.0,663.02,0,Active,665,2223.25,2,Urban,1,83557.93,44260.74,1
C-24476,Donald Satcher,F,61,2097.81,High,Pensioner,Laborers,Semi-Urban,32131.02,338.24,N,N,2.0,863.32,0,Active,874,2097.81,1,Urban,0,43843.68,24098.26,1
C-21098,Kizzy Malloy,M,28,2222.435,Low,Working,Realty agents,Semi-Urban,100745.2,294.52,N,Y,5.0,750.48,0,Active,948,2223.25,3,Rural,1,112775.93,75558.9,1
C-49460,Aleta Ratliff,M,54,995.06,Low,Commercial associate,Laborers,Semi-Urban,141393.5,384.85,Y,N,2.0,654.8,0,Inactive,579,995.06,2,Semi-Urban,0,263029.49,0.0,0
C-44749,Elke Goetsch,F,43,3543.4,Low,Working,Managers,Semi-Urban,109697.37,418.84,Y,N,2.0,764.25,0,Unpossessed,51,3543.4,2,Rural,0,171840.59,0.0,0
C-5154,Nova Majewski,M,63,1981.4,Low,Working,Drivers,Semi-Urban,51339.57,259.55,Y,Y,1.0,639.34,0,Active,591,1981.4,2,Semi-Urban,1,72142.09,0.0,0
C-37374,Christene Julian,F,65,2315.19,High,Pensioner,Laborers,Semi-Urban,72377.57,519.55,N,N,2.0,741.27,0,Inactive,73,2315.19,2,Semi-Urban,0,135150.49,50664.3,1
C-11017,Sherwood Mchargue,M,18,1198.49,Low,Working,Laborers,Rural,47153.92,298.85,N,Y,2.0,706.24,1,Unpossessed,155,1198.49,4,Semi-Urban,1,78296.43,30650.05,1
C-3578,Maryanna Titcomb,M,60,1389.73,Low,Working,Laborers,Semi-Urban,42072.24,220.3,N,Y,2.0,717.45,0,Inactive,374,1389.73,4,Rural,1,55783.55,27346.96,1
C-30715,Princess Lindamood,M,33,2106.78,Low,Working,Core staff,Rural,58981.18,265.63,N,Y,2.0,714.01,0,Inactive,183,2106.78,4,Urban,1,99844.1,38337.77,1
C-18597,Nikki Devries,M,18,2572.6,Low,Working,Laborers,Semi-Urban,137700.01,426.53,Y,Y,2.0,802.54,0,Inactive,179,2572.6,1,Rural,1,188648.72,103275.01,1
C-42514,Kristeen Neilsen,M,19,1341.21,Low,Working,Medicine staff,Semi-Urban,49716.96,248.07,N,Y,4.0,770.88,1,Inactive,443,1341.21,2,Semi-Urban,1,84536.84,0.0,0
C-34500,Genaro Coffelt,F,32,1975.84,Low,Working,High skill tech staff,Semi-Urban,81814.2,402.6,Y,N,2.0,780.86,0,Unpossessed,626,1975.84,2,Rural,1,110883.0,65451.36,1
C-20139,Raina Siegfried,M,57,2222.435,Low,Commercial associate,Laborers,Semi-Urban,46632.1,511.71,N,N,1.0,698.31,0,Inactive,285,2223.25,2,Semi-Urban,1,58522.63,30310.86,1
C-33361,Nilda Normand,M,50,1562.56,Low,Working,Accountants,Semi-Urban,34913.78,228.09,N,Y,2.0,781.19,0,Inactive,579,1562.56,2,Semi-Urban,1,43964.61,27931.02,1
C-40090,Caroline Tercero,F,39,2152.91,Low,Working,Laborers,Semi-Urban,48133.48,359.72,N,Y,3.0,724.87,0,Inactive,617,2152.91,4,Semi-Urban,1,68055.69,31286.76,1
C-14830,Annika Kibby,F,57,2331.94,Low,Working,Laborers,Rural,97854.74,461.49,N,N,2.0,637.29,0,Inactive,891,2331.94,3,Semi-Urban,1,182438.85,0.0,0
C-44033,Jacklyn Bhakta,F,49,1754.75,Low,Commercial associate,HR staff,Semi-Urban,125325.91,492.02,N,Y,3.0,829.9,1,Inactive,512,1754.75,2,Semi-Urban,0,216819.61,0.0,0
C-31863,Raisa Rakestraw,M,18,3270.62,Low,Working,Sales staff,Semi-Urban,80845.98,389.62,Y,Y,2.0,627.56,1,Unpossessed,983,3270.62,3,Semi-Urban,1,147347.45,0.0,0
C-46460,Dwain Killam,F,21,1293.64,Low,Working,Laborers,Semi-Urban,38292.21,390.53,N,Y,1.0,753.71,1,Unpossessed,661,1293.64,2,Rural,0,45175.93,0.0,0
C-8688,Kyla Toller,M,34,2222.435,Low,Working,Managers,Semi-Urban,56604.2,229.53,Y,Y,2.0,871.87,0,Unpossessed,118,2223.25,3,Semi-Urban,1,75044.14,45283.36,1
C-18155,Franklin Mast,M,46,2582.24,Low,Working,Managers,Semi-Urban,47376.97,246.82,N,Y,3.0,738.37,0,Inactive,596,2582.24,4,Semi-Urban,1,66167.7,30795.03,1
C-30224,Margareta Mcpherson,F,32,1083.36,Low,Working,Cleaning staff,Rural,48151.66,203.06,N,N,3.0,623.7,0,Unpossessed,125,1083.36,2,Semi-Urban,1,55814.27,0.0,0
C-22066,Tara Genovese,M,18,2222.435,Low,Commercial associate,Accountants,Urban,35438.46,330.74,N,N,3.0,856.27,0,Inactive,370,2223.25,1,Semi-Urban,1,40283.9,26578.84,1
C-21891,Sigrid Mckeown,M,46,2222.435,Low,Working,Managers,Semi-Urban,107858.42,449.45,N,Y,3.0,811.01,0,Inactive,408,2223.25,1,Urban,1,190390.7,75500.89,1
C-35312,Marylee Luther,F,18,933.83,Low,Working,Laborers,Semi-Urban,44720.34,160.39,N,Y,3.0,729.63,0,Unpossessed,392,933.83,1,Semi-Urban,1,75353.17,31304.24,1
C-15235,Marquerite Gurr,F,33,1812.73,Low,Working,Laborers,Semi-Urban,41864.59,292.86,N,Y,2.0,751.75,0,Active,537,1812.73,2,Urban,1,74945.03,33491.67,1
C-20633,Mason Mojarro,F,18,3099.62,Low,Working,Security staff,Semi-Urban,16723.69,161.47,N,N,4.0,739.82,0,Inactive,488,3099.62,4,Urban,1,26347.04,11706.58,1
C-32899,Antonietta Luciani,M,33,2408.97,Low,Working,Sales staff,Rural,35675.72,173.3,N,Y,4.0,681.85,0,Inactive,66,2408.97,3,Rural,1,48766.77,24973.0,1
C-34423,Stefany Rinaldo,F,19,1655.74,Low,Commercial associate,Laborers,Semi-Urban,63552.24,179.76,N,N,2.0,657.55,0,Active,249,1655.74,2,Urban,1,120085.19,41308.96,1
C-45172,Leeanna Steffens,M,53,3458.14,Low,Working,Drivers,Semi-Urban,95529.4,428.63,N,Y,4.0,753.62,0,Active,493,3458.14,3,Rural,0,138363.94,0.0,0
C-15383,Mason Bean,F,24,2222.435,Low,Working,Sales staff,Rural,94759.58,764.19,N,Y,2.0,685.72,1,Inactive,812,2223.25,3,Semi-Urban,1,144014.92,35209.395000000004,1
C-30748,Geraldine Lukes,F,40,1010.16,Low,State servant,Core staff,Semi-Urban,52634.22,370.42,N,N,3.0,740.88,1,Unpossessed,718,1010.16,2,Urban,1,88896.67,36843.95,1
C-35339,Norene Costillo,M,64,2116.31,Low,Commercial associate,Core staff,Rural,54467.67,270.96,N,Y,2.0,682.83,0,Active,882,2116.31,3,Semi-Urban,1,85451.7,38127.37,1
C-44388,Beatriz Ravenscroft,F,19,1140.3,Low,Commercial associate,Cooking staff,Semi-Urban,38774.24,286.65,N,Y,2.0,787.09,0,Unpossessed,23,1140.3,1,Semi-Urban,0,49105.27,0.0,0
C-29649,Ted Heyen,F,56,1600.9,Low,Working,Sales staff,Semi-Urban,25053.88,86.53,N,N,2.0,667.66,0,Active,933,1600.9,2,Rural,1,43231.68,16285.02,1
C-23643,Jamey Riles,M,26,2222.435,Low,Working,Laborers,Semi-Urban,21539.51,130.61,N,Y,3.0,701.78,0,Unpossessed,373,2223.25,1,Semi-Urban,1,27476.09,14000.68,1
C-41955,Sigrid Freese,M,54,1536.76,Low,Working,Core staff,Semi-Urban,84291.15,367.43,N,Y,3.0,714.82,0,Inactive,672,1536.76,2,Rural,0,145998.9,0.0,0
C-17158,Stella Perryman,M,61,2222.435,Low,Commercial associate,Managers,Semi-Urban,187161.42,536.09,N,Y,2.0,772.71,0,Unpossessed,102,2223.25,4,Semi-Urban,1,228520.48,149729.14,1
C-82,Sherwood Music,F,62,648.76,High,Pensioner,Laborers,Rural,60788.71,328.32,N,N,2.0,792.3,0,Unpossessed,742,648.76,4,Rural,0,112624.4,45591.53,1
C-1017,Bulah Stuck,F,25,2578.9,Low,Working,Laborers,Semi-Urban,30407.74,147.95,Y,Y,1.0,785.67,0,Unpossessed,712,2578.9,3,Semi-Urban,1,48187.02,21285.42,1
C-39752,Bryce Krieger,F,65,1976.21,High,Pensioner,Laborers,Rural,89566.66,267.18,N,N,1.0,817.91,0,Unpossessed,414,1976.21,4,Urban,0,140135.89,71653.33,1
C-21909,Rebecka Flannigan,M,30,2275.15,Low,Commercial associate,Sales staff,Semi-Urban,67226.04,381.03,Y,N,2.0,685.72,0,Active,435,2275.15,2,Rural,1,114640.91,43696.93,1
C-43338,Sharri Yutzy,F,18,3163.86,Low,Commercial associate,Managers,Urban,77298.1,432.33,Y,Y,2.0,615.81,0,Active,459,3163.86,1,Semi-Urban,0,93840.38,0.0,0
C-30590,Nena Pitcher,F,24,2090.18,Low,Working,Drivers,Rural,25561.16,205.88,N,N,3.0,712.43,1,Unpossessed,577,2090.18,3,Semi-Urban,1,28654.13,17892.81,1
C-29815,Elza Pawlik,F,18,2222.435,Low,Working,Drivers,Semi-Urban,105762.8,375.205,N,N,2.0,628.38,0,Active,559,2223.25,4,Rural,1,192885.71,0.0,0
C-15331,Kyung Conine,M,44,2222.435,Low,Working,Laborers,Semi-Urban,46345.2,233.2,N,Y,2.0,820.81,0,Active,972,2223.25,3,Rural,1,57028.72,34758.9,1
C-5573,Fabiola Vaughn,M,57,1173.42,Low,Working,Core staff,Semi-Urban,38032.17,369.14,N,Y,1.0,792.17,0,Inactive,209,1173.42,4,Semi-Urban,1,51733.94,26622.52,1
C-16699,Sharri Pett,F,31,2222.435,Low,Working,Medicine staff,Semi-Urban,42178.58,184.85,Y,N,2.0,766.18,0,Inactive,531,2223.25,4,Semi-Urban,1,65683.79,29525.01,1
C-5978,Gerard Pullum,F,32,2222.435,Low,Working,Core staff,Semi-Urban,109127.13,406.32,N,N,2.0,852.87,0,Unpossessed,624,2223.25,3,Urban,1,151470.48,87301.7,1
C-15900,Alethia Spinelli,M,47,2585.19,Low,Working,Laborers,Semi-Urban,157149.43,491.44,N,N,2.0,754.95,0,Active,990,2585.19,2,Semi-Urban,1,226181.09,117862.07,1
C-8544,Margareta Lockett,F,18,2781.96,Low,State servant,Core staff,Semi-Urban,156215.85,756.38,N,Y,2.0,739.82,0,Inactive,606,2781.96,3,Urban,1,248048.82,124972.68,1
C-47802,Leslie Threlkeld,F,52,2551.56,Low,Working,Private service staff,Semi-Urban,92489.03,458.27,N,Y,3.0,687.6,1,Active,226,2551.56,2,Urban,0,131940.61,0.0,0
C-13849,Giselle Pavon,F,25,3097.95,Low,Commercial associate,Laborers,Semi-Urban,38488.89,377.56,Y,Y,3.0,696.71,0,Inactive,374,3097.95,4,Rural,1,62554.47,26942.22,1
C-11425,Josette Fulop,F,62,988.19,Low,Working,Sales staff,Rural,104466.89,291.71,N,N,2.0,722.68,0,Active,485,988.19,2,Urban,1,167890.22,73126.82,1
C-49118,Carmina Leitner,F,18,1311.92,Low,Working,Managers,Semi-Urban,132743.83,456.68,N,Y,2.0,681.87,0,Unpossessed,889,1311.92,2,Semi-Urban,1,209203.01,0.0,0
C-17102,Blossom Mcfarlin,F,24,2222.435,Low,Working,Drivers,Semi-Urban,98354.06,474.07,Y,Y,2.0,764.36,0,Unpossessed,211,2223.25,1,Semi-Urban,1,120245.05,35209.395000000004,1
C-24308,Claud Bober,M,57,2222.435,Low,Working,Laborers,Semi-Urban,76394.62,667.9,N,Y,2.0,678.11,0,Unpossessed,750,2223.25,2,Urban,1,101807.49,53476.23,1
C-29017,Pennie Pfarr,F,46,2222.435,Low,Commercial associate,Accountants,Urban,45449.0,280.01,Y,Y,2.0,863.06,0,Unpossessed,226,2223.25,2,Urban,1,72048.35,36359.2,1
C-13856,Jeanice Zerby,F,29,2222.435,Low,Working,Core staff,Rural,142391.87,666.76,Y,Y,2.0,763.88,1,Inactive,491,2223.25,2,Rural,1,192224.86,113913.5,1
C-34053,Jennell Parrales,F,45,1661.16,Low,Commercial associate,Accountants,Semi-Urban,74256.07,336.51,N,Y,2.0,778.99,0,Inactive,252,1661.16,1,Urban,1,95115.34,51979.25,1
C-1147,Fumiko Redner,F,34,2935.11,Low,Commercial associate,Laborers,Semi-Urban,60857.56,309.29,N,N,2.0,798.47,0,Inactive,349,2935.11,3,Urban,1,115248.38,45643.17,1
C-46559,Aleta Llewellyn,M,30,1656.44,Low,Commercial associate,Core staff,Rural,31752.94,270.41,N,N,4.0,743.01,0,Active,783,1656.44,2,Semi-Urban,1,37283.0,0.0,0
C-15201,Genie Piekarski,M,24,2222.435,Low,State servant,Medicine staff,Semi-Urban,91968.77,301.98,Y,Y,1.0,668.82,0,Inactive,727,2223.25,1,Semi-Urban,1,120764.8,64378.14,1
C-37360,Trudi Allsup,F,61,2683.02,High,Pensioner,Laborers,Semi-Urban,73908.66,225.11,N,Y,2.0,839.9,0,Unpossessed,944,2683.02,3,Rural,0,87411.22,51736.06,1
C-5514,Ladawn Cree,F,18,2407.95,Low,Working,Laborers,Rural,122307.7,373.54,N,N,3.0,659.28,1,Unpossessed,649,2407.95,2,Semi-Urban,1,222821.03,79500.0,1
C-4431,Janell Larry,F,20,2222.435,Low,State servant,Core staff,Semi-Urban,39020.6,370.68,N,Y,4.0,797.27,0,Active,365,2223.25,3,Semi-Urban,1,64223.7,29265.45,1
C-41992,Masako Mcgowan,F,23,1256.3,Low,Working,Sales staff,Semi-Urban,37476.8,201.77,N,Y,1.0,649.09,0,Unpossessed,539,1256.3,2,Rural,1,45843.28,0.0,0
C-46808,Angelyn Dresel,F,59,2083.08,Low,Working,Cleaning staff,Semi-Urban,109424.43,477.8,N,Y,2.0,806.4,1,Active,935,2083.08,3,Rural,0,177727.41,0.0,0
C-48627,Milford Bjornson,F,27,1008.6,Low,Commercial associate,Core staff,Semi-Urban,27734.26,144.54,N,Y,2.0,711.58,0,Active,197,1008.6,3,Semi-Urban,0,35087.79,0.0,0
C-7005,Luetta Lanford,F,18,1713.53,Low,Working,Managers,Semi-Urban,37358.47,187.64,Y,N,1.0,741.35,0,Inactive,523,1713.53,3,Urban,1,69458.27,24283.01,1
C-26987,Regenia Volkmann,M,41,2809.23,Low,Commercial associate,Drivers,Rural,96144.34,465.97,Y,Y,4.0,677.99,0,Active,826,2809.23,4,Semi-Urban,1,125868.03,67301.04,1
C-38975,Delmer Guider,M,39,2583.41,Low,Working,Laborers,Urban,41690.09,269.95,Y,Y,3.0,664.42,0,Inactive,913,2583.41,4,Rural,1,58433.34,29183.06,1
C-14719,Ivory Mccready,F,18,2163.17,Low,Commercial associate,Sales staff,Urban,27661.92,153.88,N,Y,2.0,663.67,0,Active,591,2163.17,2,Semi-Urban,1,33553.52,17980.25,1
C-23655,Cecille Wigington,F,65,2222.435,High,Pensioner,Laborers,Semi-Urban,73111.62,361.19,N,Y,2.0,742.36,0,Inactive,962,2223.25,4,Semi-Urban,0,82673.47,47522.55,1
C-19031,Shyla Zoller,M,48,1649.48,Low,Working,Sales staff,Rural,41514.07,280.02,N,N,2.0,612.45,0,Unpossessed,776,1649.48,2,Rural,0,68606.78,0.0,0
C-17991,Walter Juergens,M,27,1565.49,Low,Working,Medicine staff,Semi-Urban,70452.46,320.94,N,N,1.0,748.51,1,Unpossessed,636,1565.49,1,Urban,1,86358.99,45794.1,1
C-20844,Glenda Mckeown,M,23,2116.6,Low,State servant,Cleaning staff,Urban,68843.25,309.4,N,N,2.0,750.6,0,Active,317,2116.6,1,Rural,1,89300.71,48190.27,1
C-27403,Neville Haydon,M,18,2461.79,Low,Working,Laborers,Semi-Urban,34747.31,339.34,N,N,2.0,704.63,0,Inactive,105,2461.79,4,Semi-Urban,1,60429.81,22585.75,1
C-48447,Evelyne Beers,M,31,2286.05,Low,Working,Laborers,Semi-Urban,111219.99,407.81,Y,Y,2.0,791.28,0,Unpossessed,29,2286.05,4,Urban,0,183470.21,0.0,0
C-36992,Kathey Rakow,F,32,2640.36,Low,Working,Laborers,Rural,94251.68,325.02,Y,N,3.0,757.09,0,Inactive,288,2640.36,4,Semi-Urban,1,129668.4,65976.18,1
C-12138,Enola Zielinski,M,29,2222.435,Low,State servant,Accountants,Semi-Urban,67908.77,336.6,N,Y,1.0,656.27,0,Inactive,481,2223.25,2,Rural,1,119836.04,44140.7,1
C-49741,Mechelle Okeefe,M,47,1905.6,Low,Working,Laborers,Semi-Urban,28253.86,135.37,N,Y,1.0,643.68,0,Inactive,548,1905.6,1,Urban,1,45139.78,0.0,0
C-5917,Fabiola Starnes,F,18,2222.435,Low,Working,Laborers,Semi-Urban,130810.49,614.43,Y,Y,3.0,757.51,1,Inactive,588,2223.25,1,Rural,1,222269.54,104648.39,1
C-39026,Giselle Burkley,F,18,1551.47,Low,Working,Core staff,Semi-Urban,63651.07,311.26,N,Y,2.0,689.06,0,Unpossessed,359,1551.47,3,Rural,1,109551.39,44555.75,1
C-2656,Aletha Gourlay,F,45,2733.5,Low,Working,Laborers,Semi-Urban,52026.27,256.1,N,Y,2.0,711.81,0,Inactive,19,2733.5,3,Semi-Urban,1,61722.36,33817.08,1
C-24404,Landon Leonhardt,F,42,1594.84,Low,Commercial associate,Cooking staff,Semi-Urban,94875.49,278.86,N,Y,2.0,739.82,0,Active,557,1594.84,2,Semi-Urban,1,127643.21,61669.07,1
C-12576,Vito Fitzhugh,M,64,807.19,High,Pensioner,Laborers,Semi-Urban,70680.09,207.63,N,N,1.0,784.51,0,Active,650,807.19,2,Semi-Urban,0,118404.88,53010.07,1
C-12396,Melonie Gessner,M,22,2632.5,Low,Working,High skill tech staff,Semi-Urban,37735.43,128.51,N,Y,3.0,850.64,0,Active,768,2632.5,2,Semi-Urban,1,65635.19,28301.57,1
C-14621,Gertrud Swanson,F,18,1997.04,Low,Working,Laborers,Semi-Urban,39793.02,146.98,Y,N,2.0,659.36,0,Active,504,1997.04,1,Rural,1,53239.43,27855.11,1
C-48096,Miguelina Thetford,M,18,3077.07,Low,Working,High skill tech staff,Semi-Urban,68386.64,668.41,Y,Y,4.0,844.4,0,Active,457,3077.07,2,Rural,0,105223.19,0.0,0
C-25841,Silvana Teamer,F,19,2296.12,Low,Commercial associate,Accountants,Semi-Urban,101140.14,528.37,N,Y,2.0,814.68,1,Unpossessed,856,2296.12,2,Urban,1,120789.33,75855.1,1
C-27050,Trudi Sackett,F,31,2222.435,Low,Working,Sales staff,Rural,80481.05,445.68,Y,Y,2.0,749.98,0,Unpossessed,394,2223.25,2,Urban,1,137864.14,52312.68,1
C-28753,Milagros Grassi,M,41,1589.26,Low,Commercial associate,HR staff,Semi-Urban,96524.35,576.88,N,Y,2.0,680.86,0,Active,59,1589.26,3,Rural,1,146140.51,67567.04,1
C-18305,Karlyn Obey,M,64,2222.435,High,Pensioner,Laborers,Semi-Urban,56429.54,402.73,N,Y,2.0,802.11,1,Unpossessed,732,2223.25,1,Semi-Urban,1,73430.66,45143.63,1
C-23964,Lawerence Normand,F,56,2222.435,Low,Working,Sales staff,Semi-Urban,67337.75,260.84,N,Y,2.0,700.43,1,Unpossessed,319,2223.25,1,Semi-Urban,1,125405.08,47136.42,1
C-22051,Alan Wiltse,F,46,1624.08,Low,Working,Laborers,Semi-Urban,27048.01,172.6,Y,Y,1.0,755.97,0,Inactive,963,1624.08,1,Rural,1,39429.24,20286.01,1
C-35940,Lien Patrick,F,39,2155.97,Low,Working,Sales staff,Semi-Urban,52751.28,237.65,Y,N,4.0,629.33,1,Active,153,2155.97,3,Semi-Urban,1,76122.24,0.0,0
C-41568,Jennette Fitzhugh,F,36,1236.43,Low,Working,Laborers,Rural,35547.19,265.48,N,Y,3.0,768.22,0,Active,39,1236.43,1,Rural,1,62345.24,0.0,0
C-45111,Alyson Haddox,F,35,2785.05,Low,Working,Core staff,Rural,81491.5,401.72,Y,Y,2.0,827.95,1,Inactive,534,2785.05,2,Rural,0,153444.66,0.0,0
C-35698,Brian Messmer,F,19,2340.39,Low,Working,Laborers,Semi-Urban,30565.19,394.31,Y,Y,2.0,769.43,0,Inactive,54,2340.39,4,Urban,1,35457.65,22923.89,1
C-23301,Joanna Mullan,F,53,2222.435,Low,Working,Managers,Rural,20659.45,100.11,N,N,2.0,739.82,0,Active,820,2223.25,2,Urban,1,35121.84,15494.59,1
C-45912,Mayra Treadwell,M,62,676.14,High,Pensioner,Laborers,Semi-Urban,90887.69,257.43,N,Y,1.0,855.98,0,Inactive,501,676.14,4,Semi-Urban,0,151552.85,72710.15,1
C-20174,Ilda Police,F,65,2222.435,High,Pensioner,Laborers,Semi-Urban,102326.32,561.08,N,Y,2.0,844.4,0,Active,645,2223.25,2,Rural,0,175526.79,71628.42,1
C-40193,Jazmine Brandel,F,24,1213.73,Low,Working,Laborers,Semi-Urban,17465.55,92.13,N,Y,2.0,687.22,0,Inactive,752,1213.73,3,Semi-Urban,1,20190.4,11352.61,1
C-13648,Fanny Bogart,M,61,2214.01,Low,Working,Laborers,Rural,39815.9,295.42,Y,Y,2.0,739.82,0,Inactive,580,2214.01,1,Rural,0,73387.0,0.0,0
C-21114,Bridget Curry,F,47,2035.67,Low,Working,Security staff,Semi-Urban,117071.09,506.16,Y,Y,2.0,653.0,0,Unpossessed,194,2223.25,2,Semi-Urban,1,136619.38,81949.76,1
C-3209,Lee Krieg,M,32,3183.57,Low,Commercial associate,Laborers,Semi-Urban,87244.78,407.2,Y,Y,2.0,588.91,0,Active,816,3183.57,3,Semi-Urban,1,140494.19,0.0,0
C-10285,Alaina Asbill,M,65,1123.24,High,Pensioner,Laborers,Semi-Urban,39761.43,141.48,N,Y,2.0,739.82,1,Active,659,1123.24,2,Urban,1,62380.18,31809.14,1
C-37915,Katelin Messmer,M,38,1334.05,Low,Working,Laborers,Semi-Urban,42337.52,381.19,N,Y,3.0,825.17,0,Inactive,439,1334.05,1,Urban,1,65972.32,31753.14,1
C-32525,Candida Ver,F,18,1313.54,Low,Working,Laborers,Semi-Urban,68236.46,321.01,N,N,2.0,718.67,0,Active,52,1313.54,2,Rural,1,81390.68,44353.7,1
